task_id,arrival_time,cpu_demand,memory,deadline,priority,assigned_resource,latency_cost,energy_cost,sla_violation,overload,reward,edge_cpu_0,edge_mem_0,edge_energy_0,edge_cpu_1,edge_mem_1,edge_energy_1,edge_cpu_2,edge_mem_2,edge_energy_2,edge_cpu_3,edge_mem_3,edge_energy_3,edge_cpu_4,edge_mem_4,edge_energy_4,cloud_cpu_0,cloud_mem_0,cloud_cpu_1,cloud_mem_1,latency_0,bandwidth_0,latency_1,bandwidth_1,latency_2,bandwidth_2,latency_3,bandwidth_3,latency_4,bandwidth_4,latency_5,bandwidth_5,latency_6,bandwidth_6,latency_7,bandwidth_7,latency_8,bandwidth_8,latency_9,bandwidth_9
10,21,6277,317,5,0,1,0.6640457882461137,0.5250145349917242,0,0.28848618250807845,-0.3925182778848787,0.40816484046914914,0.3773258507083388,0.4350904974212923,0.6486002764699701,0.7918055109757407,0.629309422352855,0.5646163440463492,0.8789186781582108,0.799008428024109,0.8408460042684183,0.2744804656936949,0.41062485638602625,0.5424739902897326,0.3212575117659789,0.5918597544859415,0.7646364157201879,0.9741361972028055,0.699519266894199,0.902968122490176,73.13165749925997,322.903216358629,98.499086686763,935.4157725152947,43.3211548783361,304.4885068184254,81.56314996955419,71.58371999267482,30.372483949052203,265.6809960720775,24.875313952045726,443.3673175931383,3.7775664571788696,393.1361356805282,53.68495264113829,858.2740863494107,24.744304520286825,191.72929611684822,60.374709883548704,433.0756333777265
11,21,2780,208,5,1,4,0.7701998857549623,0.5960848323607427,0,0.07466011586316479,-0.4260571796907389,0.8911008623452505,0.5796401001860623,0.3598727242728327,0.20011661408580245,0.6721766446117179,0.7351425445578676,0.6838690841645199,0.26661126787784034,0.6014971211491766,0.20784559482733114,0.5000090936929356,0.8595634794816784,0.7711474586747797,0.918081490567036,0.9172443139368991,0.5625007540971149,0.6657179505811905,0.5115959717897287,0.790224522475464,33.28386404987389,645.370349080301,72.71527688188912,708.9404240643065,65.02821714273946,668.111045640829,94.03400536561652,903.9510050159201,48.71237114678754,738.2642762289701,26.584405864201337,44.23670888193359,44.16037606110988,732.3879389674314,95.32735343869038,496.28756740244023,60.49913136416457,648.2881886516052,62.10735931827093,248.18776380746428
12,25,3413,477,5,0,0,0.9779473889757495,0.7585512050246876,0,0.8989159898263552,-0.6218109863803197,0.38793792146256667,0.9008650873647106,0.47035613356729966,0.5039850014185034,0.4489798098633022,0.5806463890598382,0.5043500114188031,0.38194404374975294,0.6481289868327949,0.8771379346879133,0.6662131520791295,0.9974089931361512,0.28167420871436344,0.27689942197948975,0.9409941067113525,0.8720020862833591,0.8619373994408532,0.9664297433620359,0.94122515732211,95.28089148838937,681.163002844576,97.16846512069046,467.1698254033546,93.98636208091922,591.9929223456637,52.47460039902816,284.4603393905097,71.99219977915162,90.92235301389789,37.621840896894454,890.5641653925809,92.32370448969428,173.99119298234478,88.43408359809567,747.6702824314044,70.18443032718282,347.63175218227667,15.590828585958327,104.66826578380264
13,27,8750,506,4,0,1,0.13609569326264775,0.27669978920665095,0,0.5221391448207547,-0.16902235442566493,0.7335175626802102,0.3866965000195264,0.9789320688451353,0.9850054633553631,0.33340549336583136,0.6248403416849648,0.21790754331008824,0.3661938051955261,0.9997040114031017,0.972715359009453,0.3718513348640931,0.32257751422794895,0.2147237831548317,0.7019873197563156,0.9774384598031596,0.7202372596471367,0.9946394571999321,0.5327035386751413,0.8534356357848307,36.442410534688655,465.09762560143895,93.44725612032524,115.74486406388527,81.01249277129328,375.3615958139061,13.596408235405486,866.5151859186524,95.81928677571815,69.30327754232673,12.060352732622277,32.604881432738495,2.5397152515554167,240.8074378451929,47.51863911959903,479.4264674528294,90.76757857908906,530.4016591565236,13.697554047064736,787.5372463606346
14,28,3161,218,3,0,6,0.8814023883181566,0.7329265121053437,0,0.7173273749310205,-0.5634552014307928,0.87291956676725,0.5904900811956686,0.43467514120784256,0.9689955357272875,0.8898342871649982,0.9851612205688673,0.9944219058175334,0.7884933019503766,0.6184034666775489,0.5672970727764417,0.5990830627994721,0.7056284021351202,0.8935660050001686,0.4459363371899306,0.935179473159989,0.8703215546593264,0.7926490576950143,0.9335359831040095,0.9783749566229414,6.26389200238364,98.25317591932571,79.31752232177818,978.6223266537735,48.10443308807148,336.9731459869815,99.9804088728837,695.2161315839184,13.198881908222923,345.40747178750865,5.702947013864613,208.21347030727424,29.496803263058773,945.9225004286455,11.22021699105029,167.3141386708396,8.350651436207817,864.6201455290718,99.65240523619852,706.8553168744993
15,31,9800,493,3,0,5,0.32982584352578176,0.49770205858518257,0,0.1130340643277129,-0.2511679663130905,0.29787163442368403,0.8655698822618569,0.9890025608884916,0.5403074708914091,0.2636293245417076,0.42013621397422146,0.44637998094642123,0.74479992052367,0.7262981916301783,0.5161416404856629,0.29040262404160117,0.785004093138943,0.7615846818115137,0.6262371311731199,0.7957191954220091,0.6618265430787467,0.7579641163381511,0.611007636455857,0.6139830442760186,90.79802755929845,225.19353565721812,53.22555707582857,369.6153734764574,4.562968984682285,751.6403376419393,84.76195830660826,644.7093276628318,37.391370138525886,697.11662018674,73.11458506774127,918.6363203732501,74.506309507549,267.74667686478375,88.34912812492779,133.38437283675563,99.89181004966485,328.4642891933369,91.34540608951212,183.1534328460107
16,33,1308,117,2,0,4,0.1494400033172975,0.7123622318385529,0,0.2927576332126891,-0.25967032244196125,0.2699841600342042,0.921291516434805,0.4471745118130681,0.9985311682629039,0.3904538992421075,0.349012932870043,0.7080537272295357,0.2628241573924571,0.5633685971831602,0.8988140692578097,0.47159916282976955,0.8681453440224209,0.8637564521910233,0.5826058865098254,0.9794462435805693,0.6685282996060218,0.5472215034056502,0.9541576255907209,0.5793148277520648,77.31166518199113,661.1910200235656,35.09158557240815,355.9783843506504,89.975979378868,895.9688764261285,29.840146255643553,939.2730200398438,65.25659616024608,979.972494737384,98.71836154389338,325.91649600744967,90.06710296700052,787.2253033136732,56.28523944699048,155.52336029156987,12.683922109416837,160.03078270456498,78.99707201745731,841.7149989031298
17,39,6439,431,5,2,0,0.3694174690670603,0.4595539054540906,0,0.4940991236133284,-0.29359450289832656,0.8127980352310451,0.7798469800697065,0.6112363979747908,0.2313788248992662,0.22378653543675348,0.9399497241235857,0.6131736612668321,0.30470629821599227,0.8056162952398336,0.4625187009716054,0.5285872602930406,0.3825956333996014,0.2903512926574722,0.2760169918265078,0.5418061976521135,0.7089805641667717,0.7960018727946727,0.8270789650755428,0.8361727937897039,57.06627925463005,473.7995541773147,58.5820695602154,441.53005996504453,54.67798244656278,697.2984899555652,33.64598653907608,205.0913461518732,12.600766162490093,518.552736374078,29.23821651281475,856.4979937111507,80.14878525258526,481.57137483252154,8.173996305453082,55.029774989423764,66.20649154386669,188.16955053357816,32.479767445998846,760.7820608611329
18,40,5307,253,4,0,0,0.9629081043058328,0.7064628165188802,0,0.4517351857903704,-0.5588070592157987,0.4743921651359226,0.9647124519499468,0.8210717672040819,0.715842429846546,0.6087910425230121,0.6130622979334028,0.3845011428977154,0.501546818946107,0.7592152128810994,0.555676343378037,0.9837818517913939,0.8317315700761363,0.5235953949029202,0.7168758473377341,0.9866945802285783,0.5371775486211122,0.8869786835578817,0.6407694542406861,0.6513403004186222,32.84758040579625,240.9132186866528,52.76628344088791,17.97941842052751,40.08663442311392,200.89699384304097,83.14633452819498,636.9934804332448,87.70415664129301,117.39938843072284,80.56658682867138,729.3932195143872,91.68969916328481,86.76134294157222,52.74456501347047,634.1681045310744,34.58573937191139,104.69971000939891,26.408450409680427,59.23847809707222
19,41,3364,110,6,0,2,0.8174865999712728,0.3884358977335005,0,0.8983246909547633,-0.4730617535187969,0.24197037024512894,0.6126583134143386,0.9427295882054267,0.7024660235062405,0.3929076261763662,0.5409708720037703,0.6950775218340272,0.40246290881658364,0.8619204109732392,0.9731316041976039,0.4898138676927878,0.5607490564603235,0.43840417330518167,0.800580702190937,0.7523923555364466,0.6140129386674162,0.6852449918963308,0.5313121206369196,0.8983900232155743,82.52952202923845,112.43075790814038,27.892377430501355,930.0713803753516,69.83218733104228,416.6675167126599,35.58855027211706,471.355880917772,53.37089548243911,679.0903012678887,85.18624200717822,909.8009552072318,17.273178668532868,605.692225985505,31.282315440970745,19.145362231893557,8.422474887352317,926.2798955404875,36.648083295294924,314.4343236026276
20,43,1184,237,2,0,4,0.7979058999747959,0.2560744035641742,0,0.8961256014881699,-0.4328982260310391,0.5351608229136168,0.8528039428597214,0.3431327604323513,0.5229100978795305,0.35365967050297065,0.8488516457271662,0.935795120788623,0.8539292731379893,0.9938260090343909,0.5269194523114171,0.46475058749050824,0.6772494500056181,0.554211315364767,0.3602363270576245,0.9527800035730534,0.5603062055833147,0.5728515293124861,0.7083021705029868,0.9304203400750042,70.07326345204973,76.47708040270173,56.09996054610778,957.6249609015738,34.896313412925615,216.38760300952035,44.31795863464562,671.9581453344388,23.700886799750524,726.9529241771903,63.99534382628756,867.6239136045183,17.16094569221627,628.2492613987429,28.534673688081806,999.757178608454,71.95390429948591,905.9402001780506,32.174740314446105,133.32907292531962
21,45,6324,486,2,1,0,0.3477810756589594,0.4736240678725324,0,0.9537300288297371,-0.3355023963317426,0.40187562735339744,0.35582605860299,0.9109062986300456,0.20093451713923818,0.5707443786244665,0.3080729928326737,0.28836053710029397,0.8137044191987557,0.36271505108523955,0.7631113211418472,0.6565723961019685,0.6054274733854621,0.7459964747005141,0.5717175852637038,0.4851556687060457,0.7790024246293311,0.6412558760479168,0.6559594219176852,0.730033138091548,74.7711565436635,539.0980367922288,14.293266986092195,859.6462575840933,70.98340269260365,365.9263665920191,47.80855460503793,898.5757371765065,51.6720251977466,279.83454487352896,47.24196610923582,536.0402554467308,26.837620151622072,805.144801819409,64.64154000110221,764.0109300258524,32.300803014536044,143.29153137623544,45.20899231224285,516.7000487494557
22,46,6483,161,8,1,5,0.7786579779142438,0.5320081108177244,0,0.0051936071201103,-0.40605168068642744,0.4580244582758969,0.21441309581065982,0.5816588074852125,0.5784049821975805,0.6508490487458949,0.6574230569422057,0.437902714704253,0.7397647999886023,0.634302363384019,0.784733110846316,0.27845699384534045,0.4136286458352024,0.8739994800851241,0.9649416867039655,0.40389230521089575,0.7097508374529667,0.6135214811729656,0.879746291454707,0.5724356539872077,28.82894018802464,227.2715803742574,38.62603903508142,398.25850657291505,1.2764098755135662,833.1466636985512,50.72136991120289,461.0517458129847,51.52261202611271,670.3610112319468,52.92619895561156,187.8069548126403,48.78516864969495,937.8715356144189,43.17441420925314,827.4216640041327,66.83016077692146,40.66833911659856,20.95556193631559,48.318771546034554
23,49,1245,170,6,0,3,0.4150427571264784,0.6527139583287367,0,0.08788494791202428,-0.31723194936765403,0.9192842341243803,0.27323314272559013,0.5895222157871074,0.33909705713689664,0.7525413013274007,0.7836391333856605,0.7560133934676425,0.6196438722482764,0.7138955858162764,0.9704037417044715,0.9073513120582226,0.3602119490012473,0.720489363305038,0.5312750876410017,0.4979310490027383,0.6235934148057426,0.8777732400064314,0.5170611923418151,0.8969201848268424,57.888328521568695,668.7970188198233,90.12584088358932,452.53228761798255,12.822567460969406,624.7751614863545,16.077788115104497,626.380959065577,86.75988463581079,206.63302364511773,90.74856854029383,791.6755255094998,77.17497627604173,756.0037418101414,7.9311488843959275,724.5956297590659,11.251375559176894,259.7674876474373,87.54848757073752,338.26834399711845
24,53,9430,160,3,1,5,0.7176232633036412,0.8373868099161178,0,0.1494800232670409,-0.47546284696200797,0.4807793148808873,0.6068345252590106,0.5902601069711886,0.7087570926405584,0.6423389212549051,0.5326860924692647,0.7507408418567472,0.8998775669287775,0.6128922077693166,0.5176378398883157,0.8397179113065445,0.6072375794663285,0.28319276043828884,0.42408776943598375,0.8830479706490864,0.6284944088925646,0.6625550308387728,0.9607006584920781,0.9508204100951263,99.77566674263286,543.4663965153003,83.48557706212353,236.8897387189848,93.95353545845337,641.7936950500289,92.23399577372697,991.3981264947299,27.99457259379453,726.6884963817548,43.86302186552867,694.040548098417,85.79367797753991,243.62100866184656,41.9792610938584,956.3151190601673,32.16368531594448,206.38236889202506,8.724266212660229,222.61251533547608
25,54,9183,231,5,0,4,0.33661817238205033,0.15731991861944414,0,0.9053527872201679,-0.2476816187105954,0.6853278940161787,0.964204663996598,0.8840197696383782,0.8417126404133815,0.8024562398599826,0.9579718833843753,0.998061187004847,0.20963558697478987,0.6665580349270916,0.3784466455703537,0.3469964979236185,0.4934953345696194,0.760311179345388,0.884644924778865,0.7843930727706306,0.5090126165721927,0.8393685620110602,0.5644698247725286,0.7618075958940822,29.630138568212004,261.38805176851713,98.41734343141502,615.0720506600622,93.00404706937633,92.04049738062669,84.42312256049576,551.1836405819002,76.1592947356847,786.4703428468271,27.668512567199112,717.6358686941974,26.628025913105503,346.4995940054493,50.24378247817377,368.16129288932393,56.79752284671024,501.1322244501694,40.943534463653556,777.0285887056441
26,57,6924,160,3,1,2,0.2094261626492957,0.8043537221805777,0,0.12005747539039402,-0.28639333501143727,0.22243456013285892,0.7166906758817444,0.834920714141484,0.9758602237982488,0.40650320257625855,0.5441705069874248,0.2100515692195044,0.3371377173470257,0.8771777637350484,0.4870359693109692,0.3174015422844944,0.7858548045153606,0.2611222183809858,0.4544843576951614,0.9791729322654839,0.5325403052005557,0.9243040234753184,0.6884634774402689,0.9388643573393787,56.437205218608675,292.1928011940175,48.427195688498976,773.4230643307932,62.08319253302142,839.4726912365613,53.15525358762829,254.97673925020962,22.5181911238036,567.3599006378996,53.26489577569046,764.4763074021128,53.32999554409357,560.8855065749898,7.202502474739666,28.33508957188287,26.872077007245178,937.1055909779069,60.354349847710004,582.5039360446845
27,58,1519,491,2,1,1,0.24139113350101,0.5983211049128371,1,0.32231948316508685,-0.5662991212700714,0.6967743692864552,0.9188240297283699,0.5417110144004651,0.4715998364864189,0.48163706732178213,0.9457733535397719,0.7863551450643684,0.7285604516751072,0.5433424409131508,0.5891024533344417,0.2892525209927703,0.9065448137731134,0.5355227330815719,0.6251196544051809,0.5295074134998994,0.8238739371959545,0.7997176649134277,0.9551720815913527,0.7921345275473844,42.560449044844255,49.34177953529718,80.4302804594292,602.1496175670837,7.145889984287011,461.26243855023034,13.587131298058237,614.459854895646,98.25269583894426,328.1860906543206,63.2403642985992,704.2411130177144,60.98356050502266,906.8618115278409,76.92757938064098,297.891268136038,32.96744807950472,16.932975324888623,66.05806084992155,888.856505973884
28,62,4907,457,3,1,6,0.17546023108704725,0.9281957678965475,0,0.05935397738343973,-0.2993954205929473,0.47881307929183353,0.47429954140365926,0.9360020676707219,0.268903333611722,0.328416823753499,0.31182806891894477,0.36385988214337184,0.8382229912112347,0.5835680153146443,0.7112820039907886,0.8524316319905045,0.33509650785501327,0.5974013348310098,0.4450168824801537,0.5852281945031708,0.8970333418188151,0.8423429989009754,0.6253529565452591,0.784598972898934,46.01218821820966,788.3499410799093,36.80499204392593,340.48454631627175,17.881976734883096,763.5197402469469,9.294040669003309,346.7345198739196,2.5485432285584784,635.2679211915979,30.900059420070964,49.31859310064648,2.6911738361903863,961.4409134302521,28.127169169855158,329.325628973949,62.899222302914055,812.0869583346273,16.230754593501107,210.53737778149622
29,66,1276,368,1,1,4,0.7775347504224805,0.3090397377555797,0,0.18113121727700499,-0.36751021881446366,0.2560715612844477,0.7230127969570563,0.5951785642327023,0.6351613741118839,0.515257804763642,0.9354825998695508,0.2433141291592663,0.23558093691442467,0.8598439741293549,0.6093815580159907,0.542222023848976,0.48658157315233974,0.9719691575191114,0.6606885806229665,0.8846851556953377,0.8174199714365591,0.7895832063966006,0.8319223118249778,0.7991057287056249,45.68079325862467,350.16720339292334,15.578907689933953,965.3191147437751,36.84032192055642,257.50230372435846,86.84292685143056,739.0997749146688,69.14247282126306,134.51732245501336,74.13997114233327,960.6982847818991,48.12916135533311,287.57352317666266,91.29137336072202,703.0065601052427,15.637780404233562,206.5194768708041,12.856526736180246,744.3754910012399
30,68,6101,111,7,0,1,0.7511990931305282,0.602375973673408,0,0.778689010240076,-0.4913825770380445,0.44587564298432164,0.439229396805757,0.4270344553966231,0.7788025109137404,0.9591165716167829,0.7847405381334953,0.7964416324735801,0.6464345746727524,0.4941673401567092,0.5238876267289118,0.49717579102031073,0.9768401758759262,0.6746337206239279,0.7880160679261285,0.9535596913792337,0.5452562360369149,0.6610194029416843,0.7135671227330598,0.8768525749321584,32.45806565741944,594.6134999456759,10.764859612335199,99.44094329080161,30.859478543799277,265.33875427132097,57.11941324569127,224.3131914914918,41.0418017654968,84.27400742318059,44.26399401717303,218.55964378613035,17.003656920465023,79.36690411702794,45.07771552379207,495.7997040935443,92.18290760984678,294.08408919422845,7.23399887204216,364.6213249639726
31,68,9797,134,6,1,5,0.7878254752178059,0.7753252813527518,1,0.4529786233637374,-0.8148680990007937,0.5776368725580301,0.4727361947970861,0.511259384731881,0.4266904157686451,0.21976492681707605,0.32057870234804714,0.8037936761604321,0.20660859555534802,0.7531192145476275,0.7622612925187247,0.44157569812657116,0.4138965550470964,0.9204390916585845,0.32478723883389,0.3822795498173347,0.655624968592649,0.679105746098925,0.5785569665637105,0.823835454083963,68.52081249727517,808.8902778991858,63.79105074662615,333.05757090392507,80.72719534127144,175.48483138998654,60.690654417548394,912.5033134928551,40.3359071359715,740.1877475362143,79.38684624800587,929.3641061286833,36.57004827017695,764.1876684718683,26.014653236480974,132.25048622353123,54.570248333941876,633.5361992508813,94.63951926266148,566.5448814780249
32,68,5573,150,5,0,2,0.33830874803168876,0.43555859427898447,0,0.18946014731187888,-0.24624372511202508,0.6945009437276821,0.48197059854664703,0.9350396458891486,0.5109761129569568,0.8157285258939158,0.6945910937699675,0.7712060464821402,0.44724044429865767,0.9537963311006261,0.6952289836469137,0.6477178846859175,0.48518671687610226,0.6932913542405077,0.9357165240787442,0.5324982999163855,0.5293358254796354,0.8632347265502989,0.5135678865385864,0.7784502502769451,55.38402097108496,770.187310966298,99.48426922268273,497.626719088481,80.72305929289952,511.7972647043275,86.23551335078977,581.2097584897361,71.98388522719449,594.3512089552737,36.255312021997455,152.2162955079417,48.91931027114761,515.5680373427876,71.47786506442861,350.91709051128913,30.45066912267991,712.1982236803144,85.59288194506847,211.55549889329657
33,70,5603,142,6,2,2,0.9411349742016101,0.5332197542060955,0,0.8517116041308954,-0.547873339935177,0.8798702056225769,0.758634287815551,0.955749774394774,0.9283748309975624,0.6494065175127648,0.6118906134493844,0.3441933315373499,0.893644587139719,0.46376053329877387,0.4512401793738044,0.464515148468157,0.5906222151873604,0.7202445607740331,0.358275797775167,0.5457185538680216,0.9293643246559452,0.6164393851902661,0.6653212264528535,0.7892854624547503,49.34137308779205,820.3958728957638,68.18150411640188,161.54581362862692,50.09840206758216,63.15838692242981,96.60131159683617,499.15734256030805,44.349410889594765,299.4379408248189,42.73525789573085,956.9209496810994,63.59257149822037,79.2088955726223,12.797370816150638,999.8826371104607,71.53174033087127,396.204665410911,5.746416222345069,788.9191902909768
